Iteration,Address,Gas Used,Cost (ETH),Latency (s),User Index,Batch Size
3,0x07a5AEd9E7995aBEe662a72979F84D7eA63b67c3,23564,0.00003534600035346,9.720,38,1
3,0x617B1B27019EEA09BFBABD4D98d22C745BE0BAaf,23564,0.00003534600035346,6.094,39,1
3,0xA0811d623eA618762b004305C6ea3d44ED510dE8,23564,0.00003534600035346,9.698,40,1
3,0x7f8D6f89EdBB3AEb6bE249bF89D161ADd93a96Fe,23564,0.00003534600035346,10.069,41,1
3,0x492A26f80e70152265ccb889840a60F6BfCA6Acf,23564,0.00003534600035346,9.691,42,1
3,0x30Bb26B79A7a4612b103d06C6DB0fe04c010ddAF,23564,0.00003534600035346,9.445,43,1
3,0x77D524474BDA422B3B440f6c88C47432dE623877,23564,0.00003534600035346,9.391,44,1
3,0x98A1C8460099d6e9eEb646763Bf80D8457444172,23564,0.00003534600035346,9.560,45,1
3,0x1BC65309b0128629cD92B97D0d5064e7E46F5dad,23564,0.00003534600035346,9.525,46,1
3,0x23Da35F8391894EDE03f47dcCB9573F4755d1A2F,23564,0.00003534600035346,9.432,47,1
3,0x29E1c9727dAD9f7756CD99Db38c1fbDC02d5377a,23564,0.00003534600035346,9.275,48,1
3,0x31E6EaaF0Fcc3A514A1a3C7402d0a7872EB94Fd2,23564,0.00003534600035346,9.489,49,1
3,0x91eB67C5eaA197B1a58d8274D1ad36cB50792Ed6,23564,0.00003534600035346,5.765,50,1
4,0x591F3084a57F796082906B8a42512A24b42dC76A,23564,0.00003534600035346,9.538,1,1
4,0xf9858762714E5Df6e8F40bb31c6d9dEB5015a687,23564,0.00003534600035346,6.009,2,1
4,0x0abD193402016637939921aDd5B177Ecce861b4C,23564,0.00003534600035346,9.457,3,1
4,0xb9754918254D0Bb2ea35498C5064Ac713ECb0292,23564,0.00003534600035346,9.747,4,1
4,0xF838d9E41ca547086b414D37dC18370C1d9E4a02,23564,0.00003534600035346,9.504,5,1
4,0x2D4F7339377D8Ee4fF5f3396A6D643b43625dAA8,23564,0.00003534600035346,10.375,6,1
4,0x4E88d374D3A17F76f66EF05B8A310BE67f7ACa55,23564,0.00003534600035346,9.476,7,1
4,0x14c1Cf5410e9981c2f21632BfA12B0AEa7012610,23564,0.00003534600035346,9.588,8,1
4,0xd19C22BE013954fcFAb1aaFFEd4e684363C625a7,23564,0.00003534600035346,9.206,9,1
4,0xdB378e3eC4e55E10d64AD9E66da37FA5DfD94F89,23564,0.00003534600035346,9.633,10,1
4,0xFC3d766b4274FE65458F8A0Ec156064694DD3a23,23564,0.00003534600035346,9.780,11,1
4,0xCedDacF97f637530aF68B2Fa22dE18333cffFF2a,23564,0.00003534600035346,10.366,12,1
4,0xACB1c1Fd40730db25BdB8Ad7F4723F7F18C45760,23564,0.00003534600035346,9.415,13,1
4,0xC419c4c288da14f7F64a617c015A22A356534351,23564,0.00003534600035346,9.540,14,1
4,0xBBa08CCc84c60783bD6B43acf74D5c40Dd9122A4,23564,0.00003534600035346,9.539,15,1
4,0xE1B847DB0A9105Aba4f9F7EC8de0c02629EEdB67,23564,0.00003534600035346,9.405,16,1
4,0x16F3E0472ddE05A3054568C68122Aab714119E58,23564,0.00003534600035346,9.825,17,1
4,0x56843cb1fd90213f09aE8EC98D27B7abc8621cDc,23564,0.00003534600035346,9.227,18,1
4,0x69BfeEfC77E1a28A742414370F65e43bb1b23EFF,23564,0.00003534600035346,9.119,19,1
4,0x3c2A9546ee55909a28F55f2ecABd449d26700CE2,23564,0.00003534600035346,9.963,20,1
4,0x22183A64a42E7d24445673621C2504A356B58BfF,23564,0.00003534600035346,9.965,21,1
4,0x4a6280c619aB9DaD26C8a085b108EA9D41bA364B,23564,0.00003534600035346,14.865,22,1
4,0x8F863BFfaA7a8652252b98bFEad1BEB68DAd5eb3,23564,0.00003534600035346,12.656,23,1
4,0x1621F5a14a1627ef15Ec565ab95b50aa1a43b89C,23564,0.00003534600035346,10.360,24,1
4,0xa32007424B8382489EbfB2beb3dE6937689479e8,23564,0.00003534600035346,9.359,25,1
4,0xAE906d2a383fC49Fc3EDEf386D7c5E14Ff25A716,23564,0.00003534600035346,9.970,26,1
4,0xE94A59ae4FFbC94b0fbFCEde04745b85eA37Ec8e,23564,0.00003534600035346,9.508,27,1
4,0x9A880e5A12Bcc313897f67568450890870983b7d,23564,0.00003534600035346,9.400,28,1
4,0x4Bf75Eb43741A99f79dC0777bA3AD09Cc9aC729b,23564,0.00003534600035346,9.605,29,1
4,0xEb1B9e368E2458E658DB3B01eeb49Ebb394498a2,23564,0.00003534600035346,10.218,30,1
4,0xb7db1Fc0410D0c669276d9BfF5a26802e582F7EB,23564,0.00003534600035346,9.199,31,1
4,0x807070454F4B9c3410722dD830024c37158ec3E4,23564,0.00003534600035346,7.616,32,1
4,0xB3c9d2FE62f8769F902bFDF1DC0b61461a607a03,23564,0.00003534600035346,11.354,33,1
4,0x1C5e8e278c7e0Ad646b1a949Afb2Eb3D53C5230d,23564,0.00003534600035346,12.935,34,1
4,0x33342ebEbE2e2cFB93f56596342F2E8E06D27804,23564,0.00003534600035346,10.229,35,1
4,0x90384503875dfCc0f5024b51bc88834F79a39d65,23564,0.00003534600035346,10.052,36,1
4,0x702BFb0d7c58c240cA26B5c05904785AE55da220,23564,0.00003534600035346,9.611,37,1
4,0x07a5AEd9E7995aBEe662a72979F84D7eA63b67c3,23564,0.00003534600035346,9.461,38,1
4,0x617B1B27019EEA09BFBABD4D98d22C745BE0BAaf,23564,0.00003534600035346,9.757,39,1
4,0xA0811d623eA618762b004305C6ea3d44ED510dE8,23564,0.00003534600035346,10.246,40,1
4,0x7f8D6f89EdBB3AEb6bE249bF89D161ADd93a96Fe,23564,0.00003534600035346,9.285,41,1
4,0x492A26f80e70152265ccb889840a60F6BfCA6Acf,23564,0.00003534600035346,9.195,42,1
4,0x30Bb26B79A7a4612b103d06C6DB0fe04c010ddAF,23564,0.00003534600035346,9.086,43,1
4,0x77D524474BDA422B3B440f6c88C47432dE623877,23564,0.00003534600035346,9.053,44,1
4,0x98A1C8460099d6e9eEb646763Bf80D8457444172,23564,0.00003534600035346,9.512,45,1
4,0x1BC65309b0128629cD92B97D0d5064e7E46F5dad,23564,0.00003534600035346,9.895,46,1
4,0x23Da35F8391894EDE03f47dcCB9573F4755d1A2F,23564,0.00003534600035346,9.526,47,1
4,0x29E1c9727dAD9f7756CD99Db38c1fbDC02d5377a,23564,0.00003534600035346,9.716,48,1
4,0x31E6EaaF0Fcc3A514A1a3C7402d0a7872EB94Fd2,23564,0.00003534600035346,9.100,49,1
4,0x91eB67C5eaA197B1a58d8274D1ad36cB50792Ed6,23564,0.00003534600035346,9.511,50,1
5,0x591F3084a57F796082906B8a42512A24b42dC76A,23564,0.00003534600035346,9.165,1,1
5,0xf9858762714E5Df6e8F40bb31c6d9dEB5015a687,23564,0.00003534600035346,10.421,2,1
5,0x0abD193402016637939921aDd5B177Ecce861b4C,23564,0.00003534600035346,9.347,3,1
5,0xb9754918254D0Bb2ea35498C5064Ac713ECb0292,23564,0.00003534600035346,9.671,4,1
5,0xF838d9E41ca547086b414D37dC18370C1d9E4a02,23564,0.00003534600035346,10.717,5,1
5,0x2D4F7339377D8Ee4fF5f3396A6D643b43625dAA8,23564,0.00003534600035346,9.248,6,1
5,0x4E88d374D3A17F76f66EF05B8A310BE67f7ACa55,23564,0.00003534600035346,10.535,7,1
5,0x14c1Cf5410e9981c2f21632BfA12B0AEa7012610,23564,0.00003534600035346,10.642,8,1
5,0xd19C22BE013954fcFAb1aaFFEd4e684363C625a7,23564,0.00003534600035346,10.402,9,1
5,0xdB378e3eC4e55E10d64AD9E66da37FA5DfD94F89,23564,0.00003534600035346,10.576,10,1
5,0xFC3d766b4274FE65458F8A0Ec156064694DD3a23,23564,0.00003534600035346,9.821,11,1
5,0xCedDacF97f637530aF68B2Fa22dE18333cffFF2a,23564,0.00003534600035346,9.369,12,1
5,0xACB1c1Fd40730db25BdB8Ad7F4723F7F18C45760,23564,0.00003534600035346,10.309,13,1
5,0xC419c4c288da14f7F64a617c015A22A356534351,23564,0.00003534600035346,10.483,14,1
5,0xBBa08CCc84c60783bD6B43acf74D5c40Dd9122A4,23564,0.00003534600035346,9.783,15,1
5,0xE1B847DB0A9105Aba4f9F7EC8de0c02629EEdB67,23564,0.00003534600035346,9.576,16,1
5,0x16F3E0472ddE05A3054568C68122Aab714119E58,23564,0.00003534600035346,9.846,17,1
5,0x56843cb1fd90213f09aE8EC98D27B7abc8621cDc,23564,0.00003534600035346,6.701,18,1
5,0x69BfeEfC77E1a28A742414370F65e43bb1b23EFF,23564,0.00003534600035346,9.310,19,1
5,0x3c2A9546ee55909a28F55f2ecABd449d26700CE2,23564,0.00003534600035346,9.937,20,1
5,0x22183A64a42E7d24445673621C2504A356B58BfF,23564,0.00003534600035346,9.503,21,1
5,0x4a6280c619aB9DaD26C8a085b108EA9D41bA364B,23564,0.00003534600035346,9.966,22,1
5,0x8F863BFfaA7a8652252b98bFEad1BEB68DAd5eb3,23564,0.00003534600035346,9.877,23,1
5,0x1621F5a14a1627ef15Ec565ab95b50aa1a43b89C,23564,0.00003534600035346,9.907,24,1
5,0xa32007424B8382489EbfB2beb3dE6937689479e8,23564,0.00003534600035346,9.977,25,1
5,0xAE906d2a383fC49Fc3EDEf386D7c5E14Ff25A716,23564,0.00003534600035346,9.998,26,1
5,0xE94A59ae4FFbC94b0fbFCEde04745b85eA37Ec8e,23564,0.00003534600035346,10.140,27,1
5,0x9A880e5A12Bcc313897f67568450890870983b7d,23564,0.00003534600035346,11.750,28,1
5,0x4Bf75Eb43741A99f79dC0777bA3AD09Cc9aC729b,23564,0.00003534600035346,6.565,29,1
5,0xEb1B9e368E2458E658DB3B01eeb49Ebb394498a2,23564,0.00003534600035346,9.923,30,1
5,0xb7db1Fc0410D0c669276d9BfF5a26802e582F7EB,23564,0.00003534600035346,10.681,31,1
5,0x807070454F4B9c3410722dD830024c37158ec3E4,23564,0.00003534600035346,6.138,32,1
5,0xB3c9d2FE62f8769F902bFDF1DC0b61461a607a03,23564,0.00003534600035346,9.378,33,1
5,0x1C5e8e278c7e0Ad646b1a949Afb2Eb3D53C5230d,23564,0.00003534600035346,9.733,34,1
5,0x33342ebEbE2e2cFB93f56596342F2E8E06D27804,23564,0.00003534600035346,9.333,35,1
5,0x90384503875dfCc0f5024b51bc88834F79a39d65,23564,0.00003534600035346,10.345,36,1
5,0x702BFb0d7c58c240cA26B5c05904785AE55da220,23564,0.00003534600035346,10.140,37,1
5,0x07a5AEd9E7995aBEe662a72979F84D7eA63b67c3,23564,0.00003534600035346,9.310,38,1
5,0x617B1B27019EEA09BFBABD4D98d22C745BE0BAaf,23564,0.00003534600035346,10.219,39,1
5,0xA0811d623eA618762b004305C6ea3d44ED510dE8,23564,0.00003534600035346,9.976,40,1
5,0x7f8D6f89EdBB3AEb6bE249bF89D161ADd93a96Fe,23564,0.00003534600035346,10.116,41,1
5,0x492A26f80e70152265ccb889840a60F6BfCA6Acf,23564,0.00003534600035346,5.509,42,1
5,0x30Bb26B79A7a4612b103d06C6DB0fe04c010ddAF,23564,0.00003534600035346,9.659,43,1
5,0x77D524474BDA422B3B440f6c88C47432dE623877,23564,0.00003534600035346,9.605,44,1
5,0x98A1C8460099d6e9eEb646763Bf80D8457444172,23564,0.00003534600035346,9.725,45,1
5,0x1BC65309b0128629cD92B97D0d5064e7E46F5dad,23564,0.00003534600035346,10.270,46,1
5,0x23Da35F8391894EDE03f47dcCB9573F4755d1A2F,23564,0.00003534600035346,10.553,47,1
5,0x29E1c9727dAD9f7756CD99Db38c1fbDC02d5377a,23564,0.00003534600035346,6.774,48,1
5,0x31E6EaaF0Fcc3A514A1a3C7402d0a7872EB94Fd2,23564,0.00003534600035346,10.052,49,1
5,0x91eB67C5eaA197B1a58d8274D1ad36cB50792Ed6,23564,0.00003534600035346,9.794,50,1
6,0x591F3084a57F796082906B8a42512A24b42dC76A,23564,0.00003534600035346,10.205,1,1
6,0xf9858762714E5Df6e8F40bb31c6d9dEB5015a687,23564,0.00003534600035346,10.671,2,1
6,0x0abD193402016637939921aDd5B177Ecce861b4C,23564,0.00003534600035346,10.305,3,1
6,0xb9754918254D0Bb2ea35498C5064Ac713ECb0292,23564,0.00003534600035346,10.000,4,1
6,0xF838d9E41ca547086b414D37dC18370C1d9E4a02,23564,0.00003534600035346,10.308,5,1
6,0x2D4F7339377D8Ee4fF5f3396A6D643b43625dAA8,23564,0.00003534600035346,10.005,6,1
6,0x4E88d374D3A17F76f66EF05B8A310BE67f7ACa55,23564,0.00003534600035346,9.380,7,1
6,0x14c1Cf5410e9981c2f21632BfA12B0AEa7012610,23564,0.00003534600035346,11.032,8,1
6,0xd19C22BE013954fcFAb1aaFFEd4e684363C625a7,23564,0.00003534600035346,9.454,9,1
6,0xdB378e3eC4e55E10d64AD9E66da37FA5DfD94F89,23564,0.00003534600035346,6.107,10,1
6,0xFC3d766b4274FE65458F8A0Ec156064694DD3a23,23564,0.00003534600035346,9.588,11,1
6,0xCedDacF97f637530aF68B2Fa22dE18333cffFF2a,23564,0.00003534600035346,9.406,12,1
6,0xACB1c1Fd40730db25BdB8Ad7F4723F7F18C45760,23564,0.00003534600035346,9.675,13,1
